,DrinkID,DrinkName,Category,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15
270,11424,Godmother,Ordinary Drink,Vodka,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,
269,12758,Gagliardo,Cocktail,Peach Vodka,Lemon juice,Galliano,Sirup of roses,,,,,,,,,,,,5 parts ,3 parts ,1 part ,1 part ,,,,,,,,,,,
268,12944,Gluehwein,Punch / Party Drink,Red wine,Water,Sugar,Cinnamon,Cloves,Lemon peel,,,,,,,,,,1 L ,125 ml ,60 gr ,1 ,3 ,1 tblsp ,,,,,,,,,
267,17252,Greyhound,Cocktail,Vodka,Grapefruit Juice,,,,,,,,,,,,,,1 1/2 oz,3 oz,,,,,,,,,,,,,
266,11407,Gin Cooler,Ordinary Drink,Gin,Carbonated water,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,
265,11418,Gin Squirt,Ordinary Drink,Gin,Grenadine,Powdered sugar,Pineapple,Strawberries,Carbonated water,,,,,,,,,,1 1/2 oz ,1 tsp ,1 tblsp ,3 chunks,2 ,,,,,,,,,,
264,15427,Grand Blue,Ordinary Drink,Malibu rum,Peach schnapps,Blue Curacao,Sweet and sour,,,,,,,,,,,,1 1/2 cl ,1 1/2 cl ,1 1/2 cl ,3 cl ,,,,,,,,,,,
263,17230,Gin Rickey,Cocktail,Gin,Grenadine,lemon,Soda Water,Lime,,,,,,,,,,,2 oz ,1 tsp ,Juice of 1/2 ,Top up with,Garnish,,,,,,,,,,
262,11419,Gin Swizzle,Ordinary Drink,Lime juice,Sugar,Gin,Bitters,Club soda,,,,,,,,,,,1 1/2 oz ,1 tsp superfine ,2 oz ,1 dash ,3 oz ,,,,,,,,,,
261,11433,Grass Skirt,Ordinary Drink,Gin,Triple sec,Pineapple juice,Grenadine,Pineapple,,,,,,,,,,,1 1/2 oz ,1 oz ,1 oz ,1/2 tsp ,1 ,,,,,,,,,,
260,14642,Grim Reaper,Ordinary Drink,Kahlua,151 proof rum,Grenadine,,,,,,,,,,,,,1 oz ,1 oz Bacardi ,1 dash ,,,,,,,,,,,,
259,17200,Grasshopper,Ordinary Drink,Green Creme de Menthe,Creme de Cacao,Light cream,,,,,,,,,,,,,3/4 oz ,3/4 oz white ,3/4 oz ,,,,,,,,,,,,
258,12762,Grizzly Bear,Ordinary Drink,Amaretto,Jägermeister,Kahlua,Milk,,,,,,,,,,,,1 part ,1 part ,1 part ,2 1/2 parts ,,,,,,,,,,,
257,13497,Green Goblin,Beer,Cider,Lager,Blue Curacao,,,,,,,,,,,,,1/2 pint hard ,1/2 pint ,1 shot ,,,,,,,,,,,,
256,17199,Golden dream,Ordinary Drink,Galliano,Triple Sec,orange juice,Cream,,,,,,,,,,,,2 parts,2 parts,2 parts,1 part,,,,,,,,,,,
255,16262,H.D.,Coffee / Tea,Whisky,Baileys irish cream,Coffee,,,,,,,,,,,,,4 cl ,8 cl ,,,,,,,,,,,,,
254,178316,Honey Bee,Cocktail,White Rum,Honey,Lemon Juice,,,,,,,,,,,,,6 cl,2 cl,2 cl,,,,,,,,,,,,
253,15813,Herbal flame,Coffee / Tea,Hot Damn,Tea,,,,,,,,,,,,,,5 shots ,very sweet ,,,,,,,,,,,,,
252,17202,Horse's Neck,Ordinary Drink,Lemon peel,Brandy,Ginger ale,Bitters,,,,,,,,,,,,1 long strip ,2 oz ,5 oz ,2 dashes ,,,,,,,,,,,
251,12766,Happy Skipper,Ordinary Drink,Spiced rum,Ginger ale,Lime,Ice,,,,,,,,,,,,1 1/2 cl ,,,,,,,,,,,,,,
250,17239,Hunter's Moon,Cocktail,Vermouth,Maraschino Cherry,Sugar Syrup,Lemonade,Blackberries,,,,,,,,,,,25 ml,15 ml,10 ml,100 ml,2,,,,,,,,,,
249,11470,Havana Cocktail,Ordinary Drink,Light rum,Pineapple juice,Lemon juice,,,,,,,,,,,,,1 oz ,1 oz ,1 tsp ,,,,,,,,,,,,
248,12954,Holloween Punch,Punch / Party Drink,Grape juice,Carbonated soft drink,Sherbet,Sherbet,,,,,,,,,,,,,", orange
",,,,,,,,,,,,,
247,14782,Hot Creamy Bush,Coffee / Tea,Irish whiskey,Baileys irish cream,Coffee,,,,,,,,,,,,,1 shot ,3/4 shot ,6 oz hot ,,,,,,,,,,,,
246,17044,Homemade Kahlua,Homemade Liqueur,Sugar,Corn syrup,Coffee,Vanilla extract,Water,Vodka,,,,,,,,,,2 1/2 cups ,1 cup ,1 1/2 oz instant ,2 oz ,3 cups boiling ,1 fifth ,,,,,,,,,
245,178313,Halloween Punch,Punch / Party Drink,Cherry Juice,Orange Peel,Red Chili Flakes,Cloves,Ginger,Vodka,,,,,,,,,,1 bottle,3,1,10,6,20 cl,,,,,,,,,
244,11462,Harvey Wallbanger,Ordinary Drink,Vodka,Galliano,Orange juice,,,,,,,,,,,,,1 oz ,1/2 oz ,4 oz ,,,,,,,,,,,,
243,11472,Hawaiian Cocktail,Ordinary Drink,Gin,Triple sec,Pineapple juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 tblsp ,,,,,,,,,,,,
242,17201,Hemingway Special,Ordinary Drink,Rum,Grapefruit Juice,Maraschino Liqueur,Lime Juice,,,,,,,,,,,,12 parts,8 parts,3 parts,3 parts,,,,,,,,,,,
241,11476,Highland Fling Cocktail,Ordinary Drink,Scotch,Sweet Vermouth,Orange bitters,Olive,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,2 dashes ,1 ,,,,,,,,,,,
240,12738,Hot Chocolate to Die for,Cocoa,Chocolate,Butter,Vanilla extract,Half-and-half,Marshmallows,,,,,,,,,,,12 oz fine ,1 tsp ,1/2 tsp ,1 cup ,mini ,,,,,,,,,,
239,17176,Ipamena,Ordinary Drink,Lime,Brown sugar,Passion fruit juice,Ginger ale,Ice,,,,,,,,,,,½,2 tsp,4 cl,top up with,fill,,,,,,,,,,
238,12770,Iced Coffee,Coffee / Tea,Coffee,Sugar,Water,Milk,,,,,,,,,,,,1/4 cup instant ,1/4 cup ,1/4 cup hot ,4 cups cold ,,,,,,,,,,,
237,12820,Irish Cream,Homemade Liqueur,Scotch,Half-and-half,Condensed milk,Coconut syrup,Chocolate syrup,,,,,,,,,,,1 cup ,1 1/4 cup ,1 can sweetened ,3 drops ,1 tblsp ,,,,,,,,,,
236,13539,Ice Pick #1,Ordinary Drink,Vodka,Iced tea,Lemon juice,,,,,,,,,,,,,1 1/2 oz ,6 oz ," to taste
",,,,,,,,,,,,
235,11528,Irish Spring,Ordinary Drink,Irish whiskey,Peach brandy,Orange juice,Sweet and sour,Orange,Cherry,,,,,,,,,,1 oz ,1/2 oz ,1 oz ,1 oz ,1 slice ,1 ,,,,,,,,,
234,13971,Irish Coffee,Coffee / Tea,Irish whiskey,Coffee,Sugar,Whipped cream,,,,,,,,,,,,1 1/2 oz ,8 oz ,1 tsp ,1 tblsp ,,,,,,,,,,,
233,11524,Imperial Fizz,Ordinary Drink,Light rum,Blended whiskey,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,1/2 oz ,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,
232,17015,Irish Russian,Beer,Vodka,Kahlua,Coca-Cola,Guinness stout,,,,,,,,,,,,1 shot ,1 shot ,1 dash ,Fill with ,,,,,,,,,,,
231,12706,Imperial Cocktail,Cocktail,Lime juice,Gin,Aperol,,,,,,,,,,,,,4 cl ,2 cl ,4 cl ,,,,,,,,,,,,
230,12772,Iced Coffee Fillip,Coffee / Tea,Kahlua,Coffee,,,,,,,,,,,,,,2 tsp ,Strong cold ,,,,,,,,,,,,,
229,16987,Irish Curdling Cow,Cocktail,Baileys irish cream,Bourbon,Vodka,Orange juice,,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,2-3 oz ,,,,,,,,,,,
228,16178,Jitterbug,Cocktail,Gin,Vodka,Grenadine,Lime juice,Sugar,Sugar syrup,Soda water,,,,,,,,,2 jiggers ,1 jigger ,3 dashes ,1 shot ,Around rim put 1 pinch ,3 dashes ,Fill to top with ,,,,,,,,
227,17178,Jam Donut,Shot,Baileys irish cream,Chambord raspberry liqueur,Sugar syrup,Sugar,,,,,,,,,,,,2/3 oz,1/3 oz,1 tsp,2 pinches,,,,,,,,,,,
226,13775,Jelly Bean,Shot,Blackberry brandy,Anis,,,,,,,,,,,,,,1 oz ,1 oz ,,,,,,,,,,,,,
225,13847,Jackhammer,Ordinary Drink,Jack Daniels,Amaretto,,,,,,,,,,,,,,1 oz ,1 oz ,,,,,,,,,,,,,
224,14956,Jello shots,Shot,Vodka,Jello,Water,,,,,,,,,,,,,2 cups ,3 packages ,3 cups ,,,,,,,,,,,,
223,11580,John Collins,Ordinary Drink,Bourbon,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1 tsp superfine ,3 oz ,1 ,1 ,,,,,,,,,
222,14095,Jamaica Kiss,Milk / Float / Shake,Coffee liqueur,Light rum,Ice,Milk,,,,,,,,,,,,1 shot ,1 shot Jamaican ,cubes,,,,,,,,,,,,
221,11558,Japanese Fizz,Ordinary Drink,Blended whiskey,Lemon,Powdered sugar,Port,Egg white,Carbonated water,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp ,1 tblsp,1 ,,,,,,,,,,
220,12688,Just a Moonmint,Milk / Float / Shake,Milk,Chocolate syrup,Mint syrup,,,,,,,,,,,,,2 cups ,,,,,,,,,,,,,,
219,15825,Jamaican Coffee,Coffee / Tea,Rum,Coffee,Water,Whipped cream,,,,,,,,,,,,1/6 glass ,1/6 glass strong black ,1/2 glass cold ,,,,,,,,,,,,
218,11566,Jewel Of The Nile,Ordinary Drink,Gin,Green Chartreuse,Yellow Chartreuse,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
217,11542,Jack Rose Cocktail,Ordinary Drink,Apple brandy,Grenadine,Lime,,,,,,,,,,,,,1 1/2 oz ,1 tsp ,Juice of 1/2 ,,,,,,,,,,,,
216,16275,Jack's Vanilla Coke,Other/Unknown,Ice,Tennessee whiskey,Vanilla extract,Coca-Cola,,,,,,,,,,,,4-5 ,2 oz ,1 tsp ,10-12 oz ,,,,,,,,,,,
215,17203,Kir,Ordinary Drink,Creme de Cassis,Champagne,,,,,,,,,,,,,,1 part ,5 parts ,,,,,,,,,,,,,
214,12764,Karsk,Ordinary Drink,Coffee,Grain alcohol,,,,,,,,,,,,,,1 part ,2 parts ,,,,,,,,,,,,,
213,11600,Kamikaze,Ordinary Drink,Vodka,Triple sec,Lime juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
212,13837,Kir Royale,Ordinary Drink,Creme de Cassis,Champagne,,,,,,,,,,,,,,1 part ,5 parts ,,,,,,,,,,,,,
211,14456,Kurant Tea,Coffee / Tea,Absolut Kurant,Tea,Sugar,,,,,,,,,,,,,4 cl ,Turkish apple ," (if needed)
",,,,,,,,,,,,
210,14752,Kiwi Lemon,Ordinary Drink,Kiwi liqueur,Bitter lemon,Ice,,,,,,,,,,,,,1 part ,2 parts ,cubes,,,,,,,,,,,,
209,16951,Kioki Coffee,Coffee / Tea,Kahlua,Brandy,Coffee,,,,,,,,,,,,,1 oz ,1/2 oz ,,,,,,,,,,,,,
208,13190,Kool-Aid Shot,Shot,Vodka,Amaretto,Sloe gin,Triple sec,Cranberry juice,,,,,,,,,,,1 shot ,1 shot ,1 shot ,1 shot ,,,,,,,,,,,
207,15026,Kiss me Quick,Ordinary Drink,Cranberry vodka,Apfelkorn,Schweppes Russchian,Apple juice,Ice,,,,,,,,,,,4 cl ,2 cl ,7 cl ,8 cl ,cubes,,,,,,,,,,
206,17006,Kool First Aid,Shot,151 proof rum,Kool-Aid,,,,,,,,,,,,,,2 oz light ,1/2 tsp Tropical ,,,,,,,,,,,,,
205,11602,Kentucky B And B,Ordinary Drink,Bourbon,Benedictine,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,
204,11604,Kentucky Colonel,Ordinary Drink,Bourbon,Benedictine,Lemon peel,,,,,,,,,,,,,3 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,
203,14446,Kool-Aid Slammer,Shot,Kool-Aid,Vodka,,,,,,,,,,,,,,1/2 oz Grape ,1/2 oz ,,,,,,,,,,,,,
202,12714,Kiwi Papaya Smoothie,Other/Unknown,Kiwi,Papaya,,,,,,,,,,,,,,3 ,1/2 ,,,,,,,,,,,,,
201,12720,Kill the cold Smoothie,Other/Unknown,Ginger,Lemon,Water,,,,,,,,,,,,,1 inch ,1/4 ,1 cup hot ,,,,,,,,,,,,
200,12704,Limeade,Other/Unknown,Lime,Sugar,Soda water,Lime peel,,,,,,,,,,,,Juice of 1 ,1 tblsp ," (seltzer water)
",,,,,,,,,,,,
199,14378,Lunch Box,Beer,Beer,Amaretto,Orange juice,,,,,,,,,,,,,3/4 bottle ,1 shot ,1 oz ,,,,,,,,,,,,
198,12752,Lemon Shot,Shot,Galliano,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,,,,,,,1/2 oz ,1/2 oz ," wedge
",Bacardi ,,,,,,,,,,,
197,13196,Long vodka,Ordinary Drink,Vodka,Lime,Angostura bitters,Tonic water,Ice,,,,,,,,,,,5 cl ,1/2 ,4 dashes ,1 dl Schweppes ,4 ,,,,,,,,,,
196,14366,Lemon Drop,Cocktail,Absolut Vodka,Cointreau,Lemon,,,,,,,,,,,,,1 1/2 shot ,1 1/2 shot ,Juice of 1 wedge ,,,,,,,,,,,,
195,11658,Loch Lomond,Ordinary Drink,Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,
194,11662,London Town,Ordinary Drink,Gin,Maraschino liqueur,Orange bitters,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,,
193,12692,Lassi Khara,Other/Unknown,Yoghurt,Water,Salt,Asafoetida,,,,,,,,,,,,1 cup ,2 cups cold ,1 tsp ,1 pinch ,,,,,,,,,,,
192,12694,Lassi Raita,Other/Unknown,Yoghurt,Ice,Sugar,Lime,Salt,,,,,,,,,,,2 cups ,4-6 ,,,,,,,,,,,,,
191,12702,Lemouroudji,Other/Unknown,Ginger,Water,Lemon,Sugar,Cayenne pepper,,,,,,,,,,,2 pieces ,1 gal ,1 lb ,1 cup ,ground ,,,,,,,,,,
190,11670,Lord And Lady,Ordinary Drink,Dark rum,Tia maria,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,
189,12696,Lassi - Sweet,Other/Unknown,Yoghurt,Water,Sugar,Salt,Lemon juice,,,,,,,,,,,1 cup ,2 cups cold ,4 tblsp ,pinch ,2 tblsp ,,,,,,,,,,
188,12698,Lassi - Mango,Other/Unknown,Mango,Yoghurt,Sugar,Water,,,,,,,,,,,,2 ,2 cups ,1/2 cup ,1 cup iced ,,,,,,,,,,,
187,15086,Limona Corona,Beer,Corona,Bacardi Limon,,,,,,,,,,,,,,1 bottle ,1 oz ,,,,,,,,,,,,,
186,11634,Lady Love Fizz,Ordinary Drink,Gin,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,,,,,,,2 oz ,2 tsp ,1 tsp ,Juice of 1/2,1 ,,,,,,,,,,
185,11002,Long Island Tea,Ordinary Drink,Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,Juice of 1/2 ,1 splash ,,,,,,,,,
184,11666,Lone Tree Cooler,Ordinary Drink,Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,,,,,,,,,,,,,,
183,11664,Lone Tree Cocktail,Ordinary Drink,Sweet Vermouth,Gin,,,,,,,,,,,,,,3/4 oz ,1 1/2 oz ,,,,,,,,,,,,,
182,17204,Long Island Iced Tea,Ordinary Drink,Vodka,Tequila,Light rum,Gin,Coca-Cola,Lemon peel,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,1 dash ,Twist of ,,,,,,,,,
181,12690,Lassi - A South Indian Drink,Other/Unknown,Yoghurt,Water,Cumin seed,Salt,Mint,,,,,,,,,,,1/2 cup plain ,1 1/4 cup cold ,1/2 tsp ground roasted ,1/4 tsp ,1/4 tsp dried ,,,,,,,,,,
180,12776,Melya,Coffee / Tea,Espresso,Honey,Cocoa powder,,,,,,,,,,,,,,Unsweetened ,,,,,,,,,,,,,
179,11000,Mojito,Cocktail,Light rum,Lime,Sugar,Mint,Soda water,,,,,,,,,,,2-3 oz ,Juice of 1 ,2 tsp ,2-4 ,,,,,,,,,,,
178,17205,Mimosa,Ordinary Drink,Champagne,Orange juice,,,,,,,,,,,,,,Chilled ,2 oz ,,,,,,,,,,,,,
177,11690,Mai Tai,Ordinary Drink,Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,1 1/2 oz ,1 ,,,,,,,,,,
176,11728,Martini,Cocktail,Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,
175,11007,Margarita,Ordinary Drink,Tequila,Triple sec,Lime juice,Salt,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,
174,11008,Manhattan,Cocktail,Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,,,,,,,3/4 oz ,2 1/2 oz Blended ,dash ,2 or 3 ,1 ,1 twist of ,,,,,,,,,
173,15841,Mojito #3,Cocktail,Mint,Lemon juice,Dark rum,Club soda,Angostura bitters,,,,,,,,,,,1/2 handful ,3 cl ,1/8 L Jamaican ,1/8 L ,8 drops ,,,,,,,,,,
172,13936,Miami Vice,Cocktail,151 proof rum,Pina colada mix,Daiquiri mix,,,,,,,,,,,,,5 oz Bacardi ,frozen ,frozen ,,,,,,,,,,,,
171,16041,Mudslinger,Punch / Party Drink,Southern Comfort,Orange juice,Pepsi Cola,,,,,,,,,,,,,750 ml ,1 L ,750 ml ,,,,,,,,,,,,
170,16196,Moranguito,Shot,Absinthe,Tequila,Grenadine,,,,,,,,,,,,,2/5 ,2/5 ,1/5 ,,,,,,,,,,,,
169,17206,Mint Julep,Ordinary Drink,Mint,Bourbon,Powdered sugar,Water,,,,,,,,,,,,4 fresh ,2 1/2 oz ,1 tsp ,2 tsp ,,,,,,,,,,,
168,17256,Martinez 2,Cocktail,Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters,,,,,,,,,,,,1 1/2 oz,1 1/2 oz,1 tsp,2 dashes,,,,,,,,,,,
167,12774,Masala Chai,Coffee / Tea,Water,Tea,Ginger,Cardamom,Cloves,Cinnamon,Black pepper,Sugar,Milk,,,,,,,2 cups ,3-4 tsp ,1 chunk dried ,3-4 crushed ,3 ,1 piece ,1-2 whole ," to taste
",,,,,,,
166,12988,Mulled Wine,Punch / Party Drink,Water,Sugar,Cloves,Cinnamon,Lemon peel,Red wine,Brandy,,,,,,,,,3 cups ,1 cup ,12 ,2 ,1 ,750 ml ,1/4 cup ,,,,,,,,
165,11009,Moscow Mule,Punch / Party Drink,Vodka,Lime juice,Ginger ale,,,,,,,,,,,,,2 oz ,2 oz ,8 oz ,,,,,,,,,,,,
164,14209,Mocha-Berry,Coffee / Tea,Coffee,Chambord raspberry liqueur,Cocoa powder,Whipped cream,,,,,,,,,,,,6 oz ,2 oz ,2 tblsp ,,,,,,,,,,,,
163,178315,Munich Mule,Cocktail,Gin,Lime Juice,Ginger Beer,Cucumber,lemon,,,,,,,,,,,5 cl,2 cl,10 cl,Chopped,Chopped,,,,,,,,,,
162,17189,Monkey Gland,Ordinary Drink,Gin,Benedictine,Orange juice,Grenadine,,,,,,,,,,,,2 oz ,1 tsp ,1/2 oz ,1 tsp ,,,,,,,,,,,
161,11798,Monkey Wrench,Ordinary Drink,Light rum,Grapefruit juice,Bitters,,,,,,,,,,,,,1 1/2 oz ,3 oz ,1 dash ,,,,,,,,,,,,
160,13825,Midnight Manx,Ordinary Drink,Kahlua,Baileys irish cream,Goldschlager,Heavy cream,Coffee,,,,,,,,,,,1 oz ,1 oz ,dash ,2 oz ,2 oz Hazlenut ,,,,,,,,,,
159,14053,Mother's Milk,Shot,Goldschlager,Butterscotch schnapps,Milk,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
158,14842,Midnight Mint,Cocktail,Baileys irish cream,White Creme de Menthe,Cream,,,,,,,,,,,,,1 oz ,3/4 oz ,3/4 oz double ,,,,,,,,,,,,
157,17188,Mary Pickford,Cocktail,Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 tsp ,1/2 tsp ,1 ,,,,,,,,,,
156,15224,Malibu Twister,Cocktail,Malibu rum,Tropicana,Cranberry juice,,,,,,,,,,,,,2 parts ,2 parts ,1 part ,,,,,,,,,,,,
155,11003,Negroni,Ordinary Drink,Gin,Campari,Sweet Vermouth,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
154,11844,New York Sour,Ordinary Drink,Blended whiskey,Lemon,Sugar,Red wine,Lemon,Cherry,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ," (Claret)
",,,,,,,,,,,
153,13861,Nutty Irishman,Milk / Float / Shake,Baileys irish cream,Frangelico,Milk,,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,
152,13192,National Aquarium,Ordinary Drink,Rum,Vodka,Gin,Blue Curacao,Sour mix,Lemon-lime soda,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,2 oz ,1 splash ,,,,,,,,,
151,13204,New York Lemonade,Cocktail,Absolut Citron,Grand Marnier,Lemon juice,Club soda,,,,,,,,,,,,2 oz ,1 oz ,2 oz sweetened ,1 oz ,,,,,,,,,,,
150,12746,Nuked Hot Chocolate,Cocoa,Cocoa powder,Sugar,Vanilla extract,Milk,,,,,,,,,,,,2 tsp ,1 tsp ,1/2 tsp ,12 oz ,,,,,,,,,,,
149,11872,Orgasm,Ordinary Drink,Creme de Cacao,Amaretto,Triple sec,Vodka,Light cream,,,,,,,,,,,1/2 oz white ,1/2 oz ,1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,
148,17827,Old Pal,Cocktail,Rye whiskey,Campari,Dry Vermouth,,,,,,,,,,,,,2 oz,1 oz,1 oz,,,,,,,,,,,,
147,12618,Orangeade,Cocktail,Lemon juice,Orange juice,Sugar syrup,Soda water,,,,,,,,,,,,5 cl ,15 cl ,2-3 cl ,,,,,,,,,,,,
146,16995,Orange Whip,Other/Unknown,Orange juice,Rum,Vodka,Cream,Ice,,,,,,,,,,,4 oz ,1 oz ,1 oz ,1 package ,Over ,,,,,,,,,,
145,11870,Orange Oasis,Ordinary Drink,Cherry brandy,Gin,Orange juice,Ginger ale,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,4 oz ,,,,,,,,,,,,
144,15330,Orange Crush,Shot,Vodka,Triple sec,Orange juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
143,11001,Old Fashioned,Cocktail,Bourbon,Angostura bitters,Sugar,Water,,,,,,,,,,,,4.5 cL,2 dashes,1 cube,dash,,,,,,,,,,,
142,13499,Oreo Mudslide,Ordinary Drink,Vodka,Kahlua,Baileys irish cream,Vanilla ice-cream,Oreo cookie,,,,,,,,,,,1 oz ,1 oz ,1 oz ,2 scoops ,1 ,,,,,,,,,,
141,14586,Orange Push-up,Ordinary Drink,Spiced rum,Grenadine,Orange juice,Sour mix,,,,,,,,,,,,1.5 oz ,0.5 oz ,4 oz ,1 splash ,,,,,,,,,,,
140,17266,Oatmeal Cookie,Cocktail,Kahlua,Bailey,Butterscotch schnapps,Jagermeister,Goldschlager,,,,,,,,,,,2 parts,2 parts,4 parts,1 part,1/2 part,,,,,,,,,,
139,12748,Orange Scented Hot Chocolate,Cocoa,Milk,Chocolate,Orange peel,Espresso,Nutmeg,,,,,,,,,,,2 cups ,4 oz chopped bittersweet or semi-sweet ,3 2-inch strips ,1/2 tsp instant ,1/8 tsp ground ,,,,,,,,,,
