,DrinkID,DrinkName,Category,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15
138,13200,Owen's Grandmother's Revenge,Ordinary Drink,Whiskey,Beer,Lemonade,Ice,,,,,,,,,,,,12 oz ,12 oz ,12 oz frozen ,1 cup crushed ,,,,,,,,,,,
137,17253,Paloma,Cocktail,Grape Soda,Tequila,,,,,,,,,,,,,,3 oz,1 1/2 oz,,,,,,,,,,,,,
136,11936,Pink Gin,Ordinary Drink,Bitters,Gin,,,,,,,,,,,,,,3 dashes ,2 oz ,,,,,,,,,,,,,
135,17190,Paradise,Ordinary Drink,Gin,Apricot Brandy,Orange Juice,,,,,,,,,,,,,7 parts,4 parts,3 parts ,,,,,,,,,,,,
134,11938,Pink Lady,Ordinary Drink,Gin,Grenadine,Light cream,Egg white,,,,,,,,,,,,1 1/2 oz ,1 tsp ,1 tsp ,1 ,,,,,,,,,,,
133,17249,Pegu Club,Cocktail,Gin,Orange Curacao,Lime Juice,Angostura Bitters,Orange Bitters,,,,,,,,,,,1 1/2 oz,3/4 oz,3/4 oz,1 dash,1 dash,,,,,,,,,,
132,13214,Pisco Sour,Cocktail,Pisco,Lemon juice,Sugar,Ice,,,,,,,,,,,,2 oz ,1 oz ,1-2 tblsp ,,,,,,,,,,,,
131,17192,Porto flip,Ordinary Drink,Brandy,Port,Egg Yolk,,,,,,,,,,,,,3 parts,9 parts,2 parts,,,,,,,,,,,,
130,17829,Penicillin,Cocktail,Blended Scotch,Lemon Juice,Honey syrup,Ginger Syrup,Islay single malt Scotch,,,,,,,,,,,2 oz,3/4 oz,2 tsp,2 tsp,1/4 oz,,,,,,,,,,
129,17207,Pina Colada,Ordinary Drink,Light rum,Coconut milk,Pineapple,,,,,,,,,,,,,3 oz ,3 tblsp ,3 tblsp ,,,,,,,,,,,,
128,16992,Pink Penocha,Punch / Party Drink,Everclear,Vodka,Peach schnapps,Orange juice,Cranberry juice,,,,,,,,,,,750 ml ,1750 ml ,1750 ml ,1 gal ,1 gal ,,,,,,,,,,
127,13072,Popped cherry,Ordinary Drink,Vodka,Cherry liqueur,Cranberry juice,Orange juice,,,,,,,,,,,,2 oz ,2 oz ,4 oz ,4 oz ,,,,,,,,,,,
126,11959,Poppy Cocktail,Ordinary Drink,Gin,Creme de Cacao,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz white ,,,,,,,,,,,,,
125,11965,Port Wine Flip,Ordinary Drink,Port,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,,,,,1 1/2 oz ,2 tsp ,1 tsp ,1 whole ,,,,,,,,,,,
124,17191,Planter's Punch,Punch / Party Drink,Dark rum,Orgeat syrup,Orange juice,Pineapple juice,,,,,,,,,,,,1 part ,1/2 part ,2 parts ,1 part ,,,,,,,,,,,
123,11961,Port And Starboard,Ordinary Drink,Grenadine,Green Creme de Menthe,,,,,,,,,,,,,,1 tblsp ,1/2 oz ,,,,,,,,,,,,,
122,11963,Port Wine Cocktail,Ordinary Drink,Port,Brandy,,,,,,,,,,,,,,2 1/2 oz ,1/2 tsp ,,,,,,,,,,,,,
121,15092,Pysch Vitamin Light,Ordinary Drink,Orange juice,Apple juice,Pineapple juice,Ice,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,
120,13535,Pink Panty Pulldowns,Ordinary Drink,Sprite,Pink lemonade,Vodka,,,,,,,,,,,,,1 L ,2 cups ,2 cups ,,,,,,,,,,,,
119,178323,Passion Fruit Martini,Cocktail,Vodka,Sugar Syrup,Passion fruit juice,,,,,,,,,,,,,1 shot,1/2 shot,Full Glass,,,,,,,,,,,,
118,12718,Pineapple Gingerale Smoothie,Other/Unknown,Ginger,Pineapple,,,,,,,,,,,,,,1/4 inch ,1/2 ,,,,,,,,,,,,,
117,11993,Quentin,Ordinary Drink,Dark rum,Kahlua,Light cream,Nutmeg,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 oz ,1/8 tsp grated ,,,,,,,,,,,
116,11987,Queen Bee,Ordinary Drink,Coffee brandy,Lime vodka,Sherry,,,,,,,,,,,,,1 oz ,1 1/2 oz ,1/2 oz cream ,,,,,,,,,,,,
115,13198,Quick F**K,Shot,Kahlua,Midori melon liqueur,Baileys irish cream,,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,
114,15761,Quick-sand,Ordinary Drink,Black Sambuca,Orange juice,,,,,,,,,,,,,,25 ml ,Add 250 ml ,,,,,,,,,,,,,
113,11989,Queen Charlotte,Ordinary Drink,Red wine,Grenadine,Lemon-lime soda,,,,,,,,,,,,,2 oz ,1 oz ,,,,,,,,,,,,,
112,11991,Queen Elizabeth,Ordinary Drink,Dry Vermouth,Gin,Benedictine,,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,1 1/2 tsp ,,,,,,,,,,,,
111,11983,Quaker's Cocktail,Ordinary Drink,Light rum,Brandy,Lemon,Raspberry syrup,,,,,,,,,,,,3/4 oz ,3/4 oz ,Juice of 1/4 ,2 tsp ,,,,,,,,,,,
110,11985,Quarter Deck Cocktail,Ordinary Drink,Light rum,Sherry,Lime,,,,,,,,,,,,,1 1/2 ,1/3 oz cream ,Juice of 1/2 ,,,,,,,,,,,,
109,17208,Rose,Ordinary Drink,Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,,,,,,,,,,1/2 oz ,1 oz ,1/2 oz ,1/2 tsp ,1 tsp ,,,,,,,,,,
108,16031,Radler,Ordinary Drink,Beer,7-Up,,,,,,,,,,,,,,12 oz ,12 oz ,,,,,,,,,,,,,
107,12093,Rum Sour,Ordinary Drink,Light rum,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1 ,1 ,,,,,,,,,,
106,12097,Rum Toddy,Ordinary Drink,Rum,Powdered sugar,Lemon peel,Water,,,,,,,,,,,,2 oz light or dark ,2 tsp ,1 twist of ,2 tsp ,,,,,,,,,,,
105,14978,Rum Punch,Punch / Party Drink,Rum,Ginger ale,Fruit punch,Orange juice,Ice,,,,,,,,,,,mikey bottle ,large bottle ,355 ml frozen ,355 ml frozen ,crushed ,,,,,,,,,,
104,12055,Royal Fizz,Ordinary Drink,Gin,Sweet and sour,Egg,Coca-Cola,,,,,,,,,,,,1 oz ,2 oz ,1 whole ,,,,,,,,,,,,
103,12071,Rum Cooler,Ordinary Drink,Rum,Lemon-lime soda,Lemon,,,,,,,,,,,,,2 oz light or dark ,4 oz ,1 ,,,,,,,,,,,,
102,12101,Rusty Nail,Ordinary Drink,Scotch,Drambuie,Lemon peel,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,
101,16250,Rum Runner,Punch / Party Drink,Malibu rum,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice,,,,,,,,,,,1 1/2 oz ,1 oz ,3-4 oz ,3-4 oz ,3-4 oz ,,,,,,,,,,
100,12067,Rum Cobbler,Ordinary Drink,Sugar,Club soda,Lemon,Dark rum,Maraschino cherry,Orange,,,,,,,,,,1 tsp superfine ,3 oz ,1 ,2 oz ,1 ,1 ,,,,,,,,,
99,14087,Red Snapper,Shot,Crown Royal,Amaretto,Cranberry juice,,,,,,,,,,,,,1 shot ,1 shot ,1 shot ,,,,,,,,,,,,
98,15082,Royal Flush,Shot,Crown Royal,Peach schnapps,Chambord raspberry liqueur,Cranberry juice,,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 oz ,1 oz ,,,,,,,,,,,
97,17122,Royal Bitch,Shot,Frangelico,Crown Royal,,,,,,,,,,,,,,1 part ,1 part ,,,,,,,,,,,,,
96,17114,Ruby Tuesday,Cocktail,Gin,Cranberry juice,Grenadine,,,,,,,,,,,,,2 oz ,5 oz ,2 splashes ,,,,,,,,,,,,
95,12630,Rail Splitter,Cocktail,Sugar syrup,Lemon juice,Ginger ale,,,,,,,,,,,,,2 tsp ,,,,,,,,,,,,,,
94,17245,Rosemary Blue,Cocktail,Gin,Blue Curacao,Tonic Water,Rosemary,,,,,,,,,,,,50 ml,15 ml,100 ml,Garnish with,,,,,,,,,,,
93,12057,Royal Gin Fizz,Ordinary Drink,Gin,Lemon,Powdered sugar,Egg,Carbonated water,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 whole ,,,,,,,,,,,
92,12087,Rum Milk Punch,Ordinary Drink,Light rum,Milk,Powdered sugar,Nutmeg,,,,,,,,,,,,2 oz ,1 cup ,1 tsp ,,,,,,,,,,,,
91,12091,Rum Screwdriver,Ordinary Drink,Light rum,Orange juice,,,,,,,,,,,,,,1 1/2 oz ,5 oz ,,,,,,,,,,,,,
90,17167,Raspberry Cooler,Other/Unknown,Raspberry vodka,Lemon-lime soda,Ice,,,,,,,,,,,,,2 oz ,4 oz ,,,,,,,,,,,,,
89,12089,Rum Old-fashioned,Ordinary Drink,Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,,,,,,,,,,1 1/2 oz ,1 tsp ,1/2 tsp ,1 dash ,1 tsp ,Twist of ,,,,,,,,,
88,17214,Russian Spring Punch,Ordinary Drink,Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice,,,,,,,,,,,,2.5 cl,1.5 cl,1 cl,2.5 cl,,,,,,,,,,,
87,16984,Radioactive Long Island Iced Tea,Ordinary Drink,Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,
86,17141,Smut,Punch / Party Drink,Red wine,Peach schnapps,Pepsi Cola,Orange juice,,,,,,,,,,,,1/3 part ,1 shot ,1/3 part ,1/3 part ,,,,,,,,,,,
85,17215,Spritz,Ordinary Drink,Prosecco,Campari,Soda Water,,,,,,,,,,,,,6 cl,4 cl,splash,,,,,,,,,,,,
84,12127,Sazerac,Ordinary Drink,Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,,,,,,,,,,1 tsp ,1/2 tsp superfine ,2 dashes ,1 tsp ,2 oz ,1 twist of ,,,,,,,,,
83,12130,Scooter,Ordinary Drink,Brandy,Amaretto,Light cream,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
82,12196,Sidecar,Ordinary Drink,Cognac,Cointreau,Lemon juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,
81,17193,Stinger,Ordinary Drink,Brandy,White Creme de Menthe,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,
80,14195,Snowball,Ordinary Drink,Advocaat,Lemonade,Lemon,Ice,,,,,,,,,,,,1 1/2 oz ,8-10 oz cold ,1 slice ,cubes,,,,,,,,,,,
79,16985,Shot-gun,Shot,Jim Beam,Jack Daniels,Wild Turkey,,,,,,,,,,,,,1 part ,1 part ,1 oz ,,,,,,,,,,,,
78,178322,Spice 75,Cocktail,Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,,,,,,,,,,60 ml,1 tblsp,20 cl,90 ml,6 cl,Garnish with,,,,,,,,,
77,12107,Salty Dog,Ordinary Drink,Grapefruit juice,Gin,Salt,,,,,,,,,,,,,5 oz ,1 1/2 oz ,1/4 tsp ,,,,,,,,,,,,
76,12308,Stone Sour,Ordinary Drink,Apricot brandy,Orange juice,Sweet and sour,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,
75,13020,Sangria #1,Punch / Party Drink,Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,,,,,,,,,,1 bottle ,1/2 cup ,1 cup ,1 cup ,,,,,,,,,,,
74,13377,Sea breeze,Ordinary Drink,Vodka,Cranberry juice,Grapefruit juice,,,,,,,,,,,,,1 1/2 oz ,4 oz ,1 oz ,,,,,,,,,,,,
73,12158,Scotch Sour,Ordinary Drink,Scotch,Lime,Powdered sugar,Lemon,Cherry,,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1 ,,,,,,,,,,
72,12162,Screwdriver,Ordinary Drink,Vodka,Orange juice,,,,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,
71,12190,Sherry Flip,Ordinary Drink,Sherry,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,,,,,1 1/2 oz cream ,2 tsp ,1 tsp ,1 whole ,,,,,,,,,,,
70,16990,Sweet Tooth,Milk / Float / Shake,Godiva liqueur,Milk,,,,,,,,,,,,,,2 shots ,,,,,,,,,,,,,,
69,12256,Sol Y Sombra,Ordinary Drink,Brandy,Anisette,,,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,
68,16273,Shark Attack,Cocktail,Lemonade,Water,Vodka,,,,,,,,,,,,,1 can ,3 cans ,1 1/2 cup ,,,,,,,,,,,,
67,12188,Sherry Eggnog,Ordinary Drink,Sherry,Powdered sugar,Egg,Milk,Nutmeg,,,,,,,,,,,2 oz cream ,1 tsp ,1 whole ,,,,,,,,,,,,
66,12724,Sweet Bananas,Milk / Float / Shake,Milk,Banana,Honey,,,,,,,,,,,,,2 cups ,1 ,1 tblsp ,,,,,,,,,,,,
65,13024,Sweet Sangria,Punch / Party Drink,Red wine,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca,,,,,,,,2 bottles ,1 cup ,2 cups hot ,1 cup," wedges
"," wedges
",,,,,,,,,
64,15184,San Francisco,Ordinary Drink,Vodka,Creme de Banane,Grenadine,Orange juice,,,,,,,,,,,,2 cl ,2 cl ,,,,,,,,,,,,,
63,15226,Space Odyssey,Ordinary Drink,151 proof rum,Malibu rum,Pineapple juice,Orange juice,Grenadine,Cherries,,,,,,,,,,1 shot Bacardi ,1 shot ,1 shot ,,,,,,,,,,,,
62,12138,Scotch Cobbler,Ordinary Drink,Scotch,Brandy,Curacao,Orange,Mint,,,,,,,,,,,2 oz ,4 dashes ,4 dashes ,1 slice ,1 ,,,,,,,,,,
61,12388,Thriller,Ordinary Drink,Scotch,Wine,Orange juice,,,,,,,,,,,,,1 1/2 oz ,1 oz Green Ginger ,1 oz ,,,,,,,,,,,,
60,12856,Tia-Maria,Homemade Liqueur,Water,Brown sugar,Coffee,Rum,Vanilla extract,,,,,,,,,,,1 cup ,3/4-1 cup ,4 tsp ,1 cup ,4 tsp ,,,,,,,,,,
59,17828,Tipperary,Cocktail,Irish Whiskey,Sweet Vermouth,Green Chartreuse,,,,,,,,,,,,,2 oz,1 oz,1/2 oz,,,,,,,,,,,,
58,15006,Turkeyball,Shot,Wild Turkey,Amaretto,Pineapple juice,,,,,,,,,,,,,1 oz ,3/4 oz ,1 splash ,,,,,,,,,,,,
57,12402,Tom Collins,Ordinary Drink,Gin,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1 tsp superfine ,3 oz ,1 ,1 ,,,,,,,,,
56,12726,Tomato Tang,Other/Unknown,Tomato juice,Lemon juice,Celery salt,,,,,,,,,,,,,2 cups ,1-2 tblsp ,1 dash ,,,,,,,,,,,,
55,12782,Thai Coffee,Coffee / Tea,Coffee,Coriander,Cardamom,Sugar,Whipping cream,Ice,,,,,,,,,,6 tblsp ground,1/4 tsp ,4-5 whole green ,,,,,,,,,,,,
54,15639,Texas Sling,Milk / Float / Shake,Kahlua,Irish cream,Amaretto,151 proof rum,Cream,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz Bacardi ,1 oz ,,,,,,,,,,
53,12362,Tequila Fizz,Ordinary Drink,Tequila,Lemon juice,Grenadine,Egg white,Ginger ale,,,,,,,,,,,2 oz ,1 tblsp ,3/4 oz ,1 ,,,,,,,,,,,
52,12370,Tequila Sour,Ordinary Drink,Tequila,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1/2 slice ,1 ,,,,,,,,,,
51,14860,Talos Coffee,Coffee / Tea,Grand Marnier,Coffee,,,,,,,,,,,,,,3 parts ,1 part ,,,,,,,,,,,,,
50,15515,Tennesee Mud,Coffee / Tea,Coffee,Jack Daniels,Amaretto,Whipped cream,,,,,,,,,,,,8 oz ,4 oz ,4 oz ,,,,,,,,,,,,
49,12418,Turf Cocktail,Ordinary Drink,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,2 dashes ,Twist of ,,,,,,,,,,
48,12786,Thai Iced Tea,Coffee / Tea,Tea,Water,Condensed milk,Ice,Mint,,,,,,,,,,,1/4 cup Thai ,1/2 cup boiling ,2 tsp sweetened ,cubes,garnish,,,,,,,,,,
47,17247,The Last Word,Cocktail,Green Chartreuse,Maraschino Liqueur,Lime Juice,,,,,,,,,,,,,1 oz,1 oz,1 oz,,,,,,,,,,,,
46,17824,The Laverstoke,Cocktail,Gin,Elderflower cordial,Rosso Vermouth,Tonic Water,Lime,Ginger,Mint,,,,,,,,,50 ml,15 ml,15 ml,75 ml,2 Wedges,1 Slice,1 Large Sprig,,,,,,,,
45,12420,Tuxedo Cocktail,Ordinary Drink,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 ,,,,,,,,,
44,13621,Tequila Sunrise,Cocktail,Tequila,Orange juice,Grenadine,,,,,,,,,,,,,2 measures ,,,,,,,,,,,,,,
43,178307,Tequila Slammer,Shot,Tequila,7-up,,,,,,,,,,,,,,1 shot,1 part,,,,,,,,,,,,,
42,12784,Thai Iced Coffee,Coffee / Tea,Coffee,Sugar,Cream,Cardamom,,,,,,,,,,,,black,," pods
",,,,,,,,,,,,
41,14602,Tequila Surprise,Shot,Tequila,Tabasco sauce,,,,,,,,,,,,,,full glass ,About 8 drops ,,,,,,,,,,,,,
40,17826,The Jimmy Conway,Cocktail,Irish Whiskey,Amaretto,Cranberry Juice,,,,,,,,,,,,,50 ml,50 ml,4 oz,,,,,,,,,,,,
39,15178,Texas Rattlesnake,Shot,Yukon Jack,Cherry brandy,Southern Comfort,Sweet and sour,,,,,,,,,,,,1 part ,1/2 part ,1 part ,1 splash ,,,,,,,,,,,
38,17216,Tommy's Margarita,Ordinary Drink,Tequila,Lime Juice,Agave syrup,,,,,,,,,,,,,4.5 cl,1.5 cl,2 spoons,,,,,,,,,,,,
37,16271,The Evil Blue Thing,Cocktail,Creme de Cacao,Blue Curacao,Light rum,,,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 oz ,,,,,,,,,,,,
36,12450,Victor,Ordinary Drink,Gin,Sweet Vermouth,Brandy,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,
35,17218,Vesper,Cocktail,Gin,Vodka,Lillet Blanc,,,,,,,,,,,,,6 cl,1.5 cl,0.75 cl,,,,,,,,,,,,
34,12444,Vesuvio,Ordinary Drink,Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,,,,,,,1 oz ,1/2 oz ,Juice of 1/2 ,1 tsp ,1 ,,,,,,,,,,
33,12446,Veteran,Ordinary Drink,Dark rum,Cherry brandy,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,
32,17217,Vampiro,Ordinary Drink,Tequila,Tomato Juice,Orange Juice,Lime Juice,Sugar Syrup,Salt,,,,,,,,,,6 cl,3 cl,3 cl,1.5 cl,1 dash,1 pinch,,,,,,,,,
31,12436,Van Vleet,Ordinary Drink,Light rum,Maple syrup,Lemon juice,,,,,,,,,,,,,3 oz ,1 oz ,1 oz ,,,,,,,,,,,,
30,16967,Vodka Fizz,Other/Unknown,Vodka,Half-and-half,Limeade,Ice,Nutmeg,,,,,,,,,,,2 oz ,2 oz ,2 oz ,,,,,,,,,,,,
29,14167,Vodka Martini,Ordinary Drink,Vodka,Dry Vermouth,Olive,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,1 ,,,,,,,,,,,,
28,15403,Vodka Russian,Ordinary Drink,Vodka,Schweppes Russchian,,,,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,
27,12442,Vermouth Cassis,Ordinary Drink,Dry Vermouth,Creme de Cassis,Carbonated water,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,
26,12452,Victory Collins,Ordinary Drink,Vodka,Lemon juice,Grape juice,Powdered sugar,Orange,,,,,,,,,,,1 1/2 oz ,3 oz ,3 oz unsweetened ,1 tsp ,1 slice ,,,,,,,,,,
25,12460,Vodka And Tonic,Ordinary Drink,Vodka,Tonic water,,,,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,
24,12434,Valencia Cocktail,Ordinary Drink,Apricot brandy,Orange juice,Orange bitters,,,,,,,,,,,,,1 1/2 oz ,1 tblsp ,2 dashes ,,,,,,,,,,,,
23,12518,Whisky Mac,Ordinary Drink,Scotch,Wine,,,,,,,,,,,,,,1 1/2 oz ,1 oz Green Ginger ,,,,,,,,,,,,,
22,13058,Wine Punch,Punch / Party Drink,Red wine,Lemon,Orange juice,Orange,Pineapple juice,,,,,,,,,,,1 bottle ,2 ,1 cup ,3 ,1 cup ,,,,,,,,,,
21,17194,White Lady,Ordinary Drink,Gin,Triple Sec,Lemon Juice,,,,,,,,,,,,,4cl,3cl,2cl,,,,,,,,,,,,
20,13056,Wine Cooler,Punch / Party Drink,Red wine,Lemon-lime soda,Ice,,,,,,,,,,,,,2 oz white or ,5 oz ,cubes,,,,,,,,,,,,
19,11004,Whiskey Sour,Ordinary Drink,Blended whiskey,Lemon,Powdered sugar,Cherry,Lemon,,,,,,,,,,,2 oz ,Juice of 1/2 ,1/2 tsp ,1 ,1/2 slice ,,,,,,,,,,
18,12528,White Russian,Ordinary Drink,Vodka,Coffee liqueur,Light cream,,,,,,,,,,,,,2 oz ,1 oz ,,,,,,,,,,,,,
17,16158,Whitecap Margarita,Other/Unknown,Ice,Tequila,Cream of coconut,Lime juice,,,,,,,,,,,,1 cup ,2 oz ,1/4 cup ,3 tblsp fresh ,,,,,,,,,,,
16,178326,White Wine Sangria,Punch / Party Drink,Lime,lemon,White Wine,Strawberries,Apple,Apple Brandy,Soda Water,,,,,,,,,1,1,750 ml,1 cup,1 cup,3 shots,Top,,,,,,,,
15,12474,Waikiki Beachcomber,Ordinary Drink,Triple sec,Gin,Pineapple juice,,,,,,,,,,,,,3/4 oz ,3/4 oz ,1 tblsp ,,,,,,,,,,,,
14,17219,Yellow Bird,Cocktail,White Rum,Galliano,Triple Sec,Lime Juice,,,,,,,,,,,,3 cl,1.5 cl,1.5 cl,1.5 cl,,,,,,,,,,,
13,12728,Yoghurt Cooler,Other/Unknown,Yoghurt,Fruit,Ice,,,,,,,,,,,,,1 cup ,1 cup ,,,,,,,,,,,,,
12,15328,Zorro,Coffee / Tea,Sambuca,Baileys irish cream,White Creme de Menthe,,,,,,,,,,,,,2 cl ,2 cl ,2 cl ,,,,,,,,,,,,
11,14888,Zinger,Soft Drink / Soda,Peachtree schnapps,Surge,,,,,,,,,,,,,,4 shots ,4 shots ,,,,,,,,,,,,,
10,15691,Zoksel,Soft Drink / Soda,Beer,Root beer,Lemonade,Coca-Cola,7-Up,Creme de Cassis,Lemon,,,,,,,,,,,," slice
",,,,,,,,,,,
9,17241,Zombie,Cocktail,Rum,Gold rum,151 proof rum,Pernod,Grenadine,Lime Juice,Angostura Bitters,,,,,,,,,1 1/2 oz,1 1/2 oz,1 oz,1 tsp,1 tsp,1 tsp,1 drop,,,,,,,,
8,15933,Zambeer,Soft Drink / Soda,Sambuca,Root beer,Ice,,,,,,,,,,,,,1 1/2 oz ,Add 10 oz ,cubes,,,,,,,,,,,,
7,16963,Zorbatini,Cocktail,Vodka,Ouzo,,,,,,,,,,,,,,1 1/4 oz Stoli ,1/4 oz ,,,,,,,,,,,,,
6,15254,Zenmeister,Ordinary Drink,Jägermeister,Root beer,,,,,,,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,,,,,,
5,16942,Zipperhead,Shot,Chambord raspberry liqueur,Vodka,Soda water,,,,,,,,,,,,,1 shot ,1 shot ,Fill with ,,,,,,,,,,,,
4,17027,Zima Blaster,Ordinary Drink,Zima,Chambord raspberry liqueur,,,,,,,,,,,,,,12 oz ,3 oz ,,,,,,,,,,,,,
3,14594,Zizi Coin-coin,Punch / Party Drink,Cointreau,Lemon juice,Ice,Lemon,,,,,,,,,,,,5 cl ,2 cl ,cubes," or lime
",,,,,,,,,,,
2,14065,Zippy's Revenge,Cocktail,Amaretto,Rum,Kool-Aid,,,,,,,,,,,,,2 oz ,2 oz ,4 oz Grape ,,,,,,,,,,,,
1,15801,Zimadori Zinger,Punch / Party Drink,Midori melon liqueur,Zima,,,,,,,,,,,,,,1.5 oz ,12 oz ,,,,,,,,,,,,,
0,14157,Ziemes Martini Apfelsaft,Ordinary Drink,Vermouth,Apple juice,,,,,,,,,,,,,,4 cl ,16 cl ,,,,,,,,,,,,,
