drinkname,rum,soda,grain alcohol,herb,anis,vodka,citrus,currant,spice,brandy,syrup,agave,almond,bitters,campari,apple,whiskey,cream,cocoa,beer,berries,butter,salt,champagne,coke,milk,coconut,coffee,wine,tropical fruit,gin,grape,guava,tequila,cookie,peach,chili,ice cream,rose,vinegar,tomato,water,yoghurt
Kool-Aid Slammer,0.0,0.0,0.0,0,0,0.5,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Kiwi Papaya Smoothie,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Kill the cold Smoothie,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Limeade,0.0,1.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Lunch Box,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.75,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Lemon Shot,0.0,0.0,0.5,1,0,0.5,1,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Long vodka,0.0,0.034,0.0,0,0,5.0,0,0,0,0.0,0.0,0,0,1.32,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Lemon Drop,0.0,0.0,1.5,0,0,2.25,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Loch Lomond,0.0,0.0,0.0,1,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,2.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
London Town,0.0,0.0,0.0835,0,0,0.0,1,0,0,0.0,0.0,0,0,0.66,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Lassi Khara,0.0,0.0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,8.0
Lassi Raita,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,16.0
Lemouroudji,0.0,0.0,0.0,0,0,0.0,0,0,1,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Lord And Lady,2.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.5,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Lassi - Sweet,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.668,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,8.0
Lassi - Mango,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0835,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,16.0
Limona Corona,0.0,0.0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,0.0,0.0,0,0.0,0,0,12.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Lady Love Fizz,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Long Island Tea,0.5,0.0,0.0,0,0,0.5,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.0
Lone Tree Cooler,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Lone Tree Cocktail,0.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.75,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Long Island Iced Tea,0.5,0.0,0.0,0,0,0.5,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.0
Lassi - A South Indian Drink,0.0,0.0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,4.0
Melya,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.5,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Mojito,2.5,0.0,0.0,0,0,0.0,0,0,0,0.0,0.334,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Mimosa,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Mai Tai,1.0,0.0,0.5,0,0,0.0,1,0,0,0.0,2.0,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Martini,0.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0,1.6666666666666663,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Margarita,0.0,0.0,0.5,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1.5,0,0,0,0,0,0,0,0,0.0
Manhattan,0.0,0.0,0.0,1,0,0.0,1,0,0,0.0,0.0,0,0,0.33,0.0,0,2.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.75,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Mojito #3,0.125,0.125,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,2.64,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Miami Vice,7.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Mudslinger,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,0.0,0,0,0.0,0.0,0,750.0,0,0,0.0,0,0,0,0.0,750.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Moranguito,0.0,0.0,0.4,1,1,0.0,0,0,0,0.0,0.033400000000000006,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0.4,0,0,0,0,0,0,0,0,0.0
Mint Julep,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,2.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Martinez 2,0.0,0.0,0.167,1,0,0.0,0,0,0,0.0,0.0,0,0,0.66,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.5,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Masala Chai,0.0,0.0,0.0,0,0,0.0,0,0,1,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Mulled Wine,0.0,0.0,0.0,0,0,0.0,0,0,1,0.25,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,9000.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Moscow Mule,0.0,0.0,0.0,0,0,2.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Mocha-Berry,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.0,1,0,0,0.0,0.0,0.0,0,6.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Munich Mule,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,3.3814,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,5.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Monkey Gland,0.0,0.0,1.0,1,0,0.0,1,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Monkey Wrench,1.5,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.33,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0.0
Midnight Manx,1.0,0.0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,2.0,1,1,0.0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Mother's Milk,0.0,0.0,1.0,0,0,0.0,0,0,1,0.0,1.0,0,0,0.0,0.0,0,1.0,0,0,0.0,0,1,0,0.0,0.0,8.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Midnight Mint,0.0,0.0,0.75,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1.0,1,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Mary Pickford,1.5,0.0,0.0835,0,0,0.0,0,0,0,0.0,0.0835,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Malibu Twister,2.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Negroni,0.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
New York Sour,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,12.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Nutty Irishman,0.0,0.0,1.0,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1.0,1,1,0.0,0,0,0,0.0,0.0,8.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
National Aquarium,0.5,1.0,0.0,0,0,0.5,1,0,0,0.0,2.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
New York Lemonade,0.0,1.0,0.0,0,0,2.0,1,0,0,1.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Nuked Hot Chocolate,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,96.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Orgasm,0.0,0.0,1.0,0,0,0.5,1,0,0,0.0,0.0,0,1,0.0,0.0,0,0.0,1,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Old Pal,0.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Orangeade,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.84535,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Orange Whip,1.0,0.0,0.0,0,0,1.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Orange Oasis,0.0,0.0,0.0,0,0,0.0,1,0,0,0.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Orange Crush,0.0,0.0,1.0,0,0,1.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Old Fashioned,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.66,0.0,0,4.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Oreo Mudslide,1.0,0.0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1.0,1,1,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,0,0.0,1,0,0,1,0,0,0,0,0.0
Orange Push-up,1.5,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0835,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Oatmeal Cookie,2.0,0.0,5.0,1,0,0.0,0,0,1,0.0,4.0,0,0,0.0,0.0,0,2.5,1,1,0.0,0,1,0,0.0,0.0,0.0,0,2.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Orange Scented Hot Chocolate,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,16.0,0,0.75,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Owen's Grandmother's Revenge,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,12.0,0,0,0.0,0.0,0,12.0,0,0,12.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Paloma,0.0,3.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0,1.5,0,0,0,0,0,0,0,0,0.0
Pink Gin,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.99,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Paradise,0.0,0.0,0.0,0,0,0.0,1,0,0,4.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,7.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Pink Lady,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.5,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Pegu Club,0.0,0.0,0.75,0,0,0.0,1,0,0,0.0,0.0,0,0,0.66,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Pisco Sour,0.0,0.0,0.0,0,0,0.0,0,0,0,2.0,0.2505,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Porto flip,0.0,0.0,0.0,0,0,0.0,0,0,0,3.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,9.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Penicillin,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.668,0,0,0.0,0.0,0,2.25,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Pina Colada,3.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,1.5,1,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Pink Penocha,0.0,0.0,1750.0,0,0,1775.5,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0.0
Popped cherry,0.0,0.0,2.0,0,0,2.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Poppy Cocktail,0.0,0.0,0.75,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Port Wine Flip,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Planter's Punch,1.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.5,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Port And Starboard,0.0,0.0,0.5,0,0,0.0,0,0,0,0.0,0.667,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Port Wine Cocktail,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,2.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Pysch Vitamin Light,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Pink Panty Pulldowns,0.0,1.0,0.0,0,0,2.0,0,0,0,0.0,16.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Passion Fruit Martini,0.0,0.0,0.0,0,0,1.0,0,0,0,0.0,0.16907,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Pineapple Gingerale Smoothie,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Quentin,2.0,0.0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Queen Bee,0.0,0.0,0.0,0,0,1.5,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Quick F**K,1.0,0.0,1.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1.0,1,1,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Quick-sand,0.0,0.0,0.8500000000000001,0,1,0.0,1,0,0,0.0,0.8500000000000001,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Queen Charlotte,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,24.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Queen Elizabeth,0.0,0.0,1.5,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.5,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Quaker's Cocktail,0.75,0.0,0.0,0,0,0.0,0,0,0,0.75,0.334,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Quarter Deck Cocktail,1.5,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rose,0.0,0.0,0.0,1,0,0.0,0,0,0,0.5,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.5,0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Radler,0.0,12.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,12.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rum Sour,2.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0835,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rum Toddy,2.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.334,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Rum Punch,1.0,0.0,355.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Royal Fizz,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rum Cooler,2.0,4.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
