drinkname,rum,soda,grain alcohol,herb,anis,vodka,citrus,currant,spice,brandy,syrup,agave,almond,bitters,campari,apple,whiskey,cream,cocoa,beer,berries,butter,salt,champagne,coke,milk,coconut,coffee,wine,tropical fruit,gin,grape,guava,tequila,cookie,peach,chili,ice cream,rose,vinegar,tomato,water,yoghurt
Rusty Nail,0.0,0.0,0.0,1,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rum Runner,1.5,0.0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rum Cobbler,2.0,3.0,0.0,0,0,0.0,1,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Red Snapper,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,0.0,0,1.5,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Royal Flush,0.0,0.0,1.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2.25,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0.0
Royal Bitch,0.0,0.0,1.0,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ruby Tuesday,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.334,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Rail Splitter,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.67628,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rosemary Blue,0.0,3.4000000000000004,0.0,1,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,50.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Royal Gin Fizz,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rum Milk Punch,2.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,8.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rum Screwdriver,1.5,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Raspberry Cooler,0.0,4.0,0.0,0,0,2.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Rum Old-fashioned,2.5,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0835,0,0,0.33,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Russian Spring Punch,0.0,0.0,1.5,0,0,2.5,0,1,0,0.0,0.33814,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Radioactive Long Island Iced Tea,2.0,0.0,2.0,0,0,1.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0.0
Smut,0.0,0.0,1.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.3333333333333333,0.0,0,0.0,4.0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0.0
Spritz,0.0,1.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,4.0,0,0.0,0,0,0.0,0,0,0,2.0288399999999998,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sazerac,0.0,0.0,0.0,0,1,0.0,0,0,0,0.0,0.0835,0,0,0.66,0.0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Scooter,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,1,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sidecar,0.0,0.0,0.5,0,0,0.0,1,0,0,2.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Stinger,0.0,0.0,0.5,0,0,0.0,0,0,0,1.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Snowball,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,10.5,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Shot-gun,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,3.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Spice 75,20.0,0.0,0.0,0,0,0.0,1,0,1,0.0,10.020000000000001,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Salty Dog,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1.5,1,0,0.0,0,0,0,0,0,0,0,0,0.0
Stone Sour,0.0,0.0,0.0,0,0,0.0,1,0,0,1.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sangria #1,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0835,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,12.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sea breeze,0.0,0.0,0.0,0,0,1.5,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0.0
Scotch Sour,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0835,0,0,0.0,0.0,0,1.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Screwdriver,0.0,0.0,0.0,0,0,2.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sherry Flip,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sweet Tooth,0.0,0.0,3.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sol Y Sombra,0.0,0.0,1.5,0,1,0.0,0,0,0,1.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Shark Attack,0.0,0.0,0.0,0,0,1.5,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Sherry Eggnog,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sweet Bananas,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.5,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,16.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Sweet Sangria,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.167,0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,24.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
San Francisco,0.0,0.0,0.67628,0,0,2.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Space Odyssey,2.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Scotch Cobbler,0.0,0.0,1.32,0,0,0.0,1,0,0,4.0,0.0,0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Thriller,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,1.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tia-Maria,1.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.146125,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Tipperary,0.0,0.0,0.5,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Turkeyball,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tom Collins,0.0,3.0,0.0,0,0,0.0,1,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tomato Tang,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0.0
Thai Coffee,0.0,0.0,0.0,1,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Texas Sling,1.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.5,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tequila Fizz,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.12525,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,2.0,0,0,0,0,0,0,0,0,0.0
Tequila Sour,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,2.0,0,0,0,0,0,0,0,0,0.0
Talos Coffee,0.0,0.0,0.0,0,0,0.0,1,0,0,3.0,3.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tennesee Mud,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,0.0,0,4.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,8.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Turf Cocktail,0.0,0.0,0.0,1,1,0.0,1,0,0,0.0,0.0,0,0,0.66,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Thai Iced Tea,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.334,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0
The Last Word,0.0,0.0,1.167,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
The Laverstoke,0.0,2.5500000000000003,0.0,1,0,0.0,0,0,0,0.0,0.51,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.51,0,50.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tuxedo Cocktail,0.0,0.0,0.04175,1,1,0.0,1,0,0,0.0,0.0,0,0,0.66,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.5,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tequila Sunrise,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,2.0,0,0,0,0,0,0,0,0,0.0
Tequila Slammer,0.0,1.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0.0
Thai Iced Coffee,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tequila Surprise,0.0,0.0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,1.0,0,0,0,0,0,1,0,0,0.0
The Jimmy Conway,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,0.0,0,50.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Texas Rattlesnake,0.0,0.0,0.0,0,0,0.0,1,0,1,0.5,2.0,0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Tommy's Margarita,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.334,1,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,4.5,0,0,0,0,0,0,0,0,0.0
The Evil Blue Thing,0.5,0.0,1.5,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Victor,0.0,0.0,0.0,1,0,0.0,0,0,0,0.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.5,0,1.5,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Vesper,0.0,0.0,0.0,0,0,1.5,1,0,0,0.0,0.25360499999999997,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.25360499999999997,0,6.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Vesuvio,1.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Veteran,2.0,0.0,0.0,0,0,0.0,0,0,0,0.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Vampiro,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.33814,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,6.0,0,0,0,0,0,0,1,0,0.0
Van Vleet,3.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Vodka Fizz,0.0,0.0,0.0,0,0,2.0,0,0,0,0.0,2.0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Vodka Martini,0.0,0.0,0.0,1,0,1.5,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.75,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Vodka Russian,0.0,0.0,0.0,0,0,2.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Vermouth Cassis,0.0,0.0,0.75,1,0,0.0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Victory Collins,0.0,0.0,0.0,0,0,1.5,1,0,0,0.0,0.167,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0.0
Vodka And Tonic,0.0,0.0,0.0,0,0,2.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Valencia Cocktail,0.0,0.0,0.0,0,0,0.0,1,0,0,1.5,0.0,0,0,0.66,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Whisky Mac,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1.5,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Wine Punch,0.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,12.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
White Lady,0.0,0.0,3.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,4.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Wine Cooler,0.0,5.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,24.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Whiskey Sour,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0835,0,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
White Russian,0.0,0.0,1.0,0,0,2.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Whitecap Margarita,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0,0,2.0,0,0,0,0,0,0,0,0,0.0
White Wine Sangria,0.0,1.0,0.0,0,0,0.0,0,0,0,4.5,0.0,0,0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,25.500000000000004,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Waikiki Beachcomber,0.0,0.0,0.75,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Yellow Bird,1.0144199999999999,0.0,3.0,1,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Yoghurt Cooler,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,8.0
Zorro,0.0,0.0,4.0,0,1,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2.0,1,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Zinger,0.0,6.0,6.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0.0
Zoksel,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Zombie,4.0,0.0,0.0,1,1,0.0,0,0,0,0.0,0.167,0,0,0.33,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Zambeer,0.0,0.0,1.5,0,1,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Zorbatini,0.0,0.0,0.0,0,1,1.25,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.25,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0.0
Zenmeister,0.0,0.0,0.5,1,0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Zipperhead,0.0,1.0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Zima Blaster,0.0,12.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Zizi Coin-coin,0.0,0.0,5.0,0,0,0.0,1,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Zippy's Revenge,2.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Zimadori Zinger,0.0,12.0,1.5,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ziemes Martini Apfelsaft,0.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.35256,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
